"Price","Lot.Size","Waterfront","Age","Land.Value","New.Construct","Central.Air","Fuel.Type","Heat.Type","Sewer.Type","Living.Area","Pct.College","Bedrooms","Fireplaces","Bathrooms","Rooms","Fireplace","Beds"
775000,0.48,"No",31,72600,"No","Yes","Gas","Hot Air","Public",3968,62,5,"2 or more",3.5,12,"Yes","4 or more"
233000,0.14,"No",129,93000,"No","No","Gas","Hot Water","Public",1699,62,4,"None",1,9,"No","4 or more"
216977,0.48,"No",27,57800,"No","No","Gas","Hot Water","Public",2137,62,4,"None",1,9,"No","4 or more"
245000,0.03,"No",5,27000,"No","Yes","Gas","Hot Air","Public",1428,62,2,"1",2.5,4,"Yes","2 or fewer"
159000,0.24,"No",35,49100,"No","Yes","Gas","Hot Air","Public",936,62,3,"None",1,8,"No","3"
725000,0.21,"No",3,70600,"No","Yes","Gas","Hot Air","Public",2586,62,4,"1",3,10,"Yes","4 or more"
268300,0.16,"No",6,36800,"No","No","Gas","Hot Air","Public",1373,62,3,"1",2,5,"Yes","3"
159000,0.28,"No",33,51800,"No","No","Gas","Hot Air","Public",1272,62,3,"None",1,6,"No","3"
155000,0.3,"No",33,53000,"No","Yes","Gas","Hot Air","Public",1368,62,3,"1",2,8,"Yes","3"
345000,0.29,"No",18,46400,"No","Yes","Gas","Hot Air","Public",2120,62,4,"1",2.5,11,"Yes","4 or more"
165200,0.3,"No",34,53000,"No","No","Gas","Hot Air","Public",1279,62,2,"None",1,5,"No","2 or fewer"
185000,0.53,"No",35,66500,"No","Yes","Gas","Hot Air","Public",1104,62,2,"None",1,3,"No","2 or fewer"
225500,0.28,"No",41,64000,"No","No","Gas","Hot Water","Public",1092,62,3,"1",1,4,"Yes","3"
420000,0.11,"No",121,87000,"No","No","Gas","Hot Water","Public",2247,62,4,"None",2,10,"No","4 or more"
220000,0.18,"No",53,101000,"No","No","Gas","Hot Water","Public",1146,62,4,"None",1.5,7,"No","4 or more"
620000,0.53,"No",23,225800,"No","No","Gas","Hot Air","Public",3250,62,3,"2 or more",2.5,10,"Yes","3"
260000,0.35,"No",18,50000,"No","Yes","Gas","Hot Air","Public",1920,62,4,"1",2.5,10,"Yes","4 or more"
359900,0.5,"No",0,65000,"No","No","Gas","Hot Air","Public",1932,62,3,"1",2,7,"Yes","3"
375000,0.14,"No",4,112100,"No","Yes","Gas","Hot Air","Public",1620,62,3,"None",2.5,7,"No","3"
302900,0.22,"No",50,72000,"No","No","Gas","Hot Water","Public",1640,62,3,"None",1,4,"No","3"
175000,0.17,"No",39,55800,"No","No","Gas","Hot Air","Public",1040,62,5,"None",1.5,6,"No","4 or more"
260000,5.35,"No",37,137800,"No","Yes","Oil","Hot Air","Private",1676,62,4,"None",2,8,"No","4 or more"
270000,0.33,"No",16,48800,"No","Yes","Gas","Hot Air","Public",1991,62,3,"1",2.5,6,"Yes","3"
485000,0.24,"No",17,60200,"No","Yes","Gas","Hot Air","Public",1908,62,4,"1",3.5,9,"Yes","4 or more"
200000,0.57,"No",85,62500,"No","No","Oil","Hot Air","Public",966,62,3,"None",1,4,"No","3"
367000,0.03,"No",19,27000,"No","Yes","Gas","Hot Air","Public",1815,62,2,"1",2.5,5,"Yes","2 or fewer"
175000,0.3,"No",32,53000,"No","No","Gas","Hot Air","Public",1664,62,3,"None",1,7,"No","3"
203000,0.04,"No",19,25600,"No","Yes","Gas","Hot Air","Public",1216,62,2,"1",2,4,"Yes","2 or fewer"
170000,0.16,"No",33,54900,"No","Yes","Gas","Hot Air","Public",1564,62,3,"None",2,7,"No","3"
375000,0.31,"No",32,143200,"No","Yes","Gas","Hot Air","Public",2752,62,4,"1",2.5,10,"Yes","4 or more"
159900,0.25,"No",35,50000,"No","No","Gas","Hot Air","Public",936,62,3,"None",1,4,"No","3"
230000,0.14,"No",95,50800,"No","No","Gas","Hot Air","Public",1617,62,4,"None",1.5,9,"No","4 or more"
375000,0.12,"No",69,195000,"No","No","Gas","Hot Water","Public",1452,62,3,"1",2,5,"Yes","3"
421000,0.31,"No",5,80600,"No","Yes","Gas","Hot Air","Public",1911,62,3,"1",2.5,6,"Yes","3"
218000,0.28,"No",31,80800,"No","Yes","Gas","Hot Air","Public",1580,62,3,"None",1.5,4,"No","3"
167850,0.27,"No",34,51200,"No","Yes","Gas","Hot Air","Public",1920,62,3,"1",1,5,"Yes","3"
252500,0.21,"No",80,115000,"No","No","Gas","Hot Water","Public",1155,62,4,"None",1.5,7,"No","4 or more"
650000,0.34,"No",3,82400,"No","Yes","Gas","Hot Air","Public",3770,62,4,"1",2.5,12,"Yes","4 or more"
380000,0.04,"No",18,36000,"No","Yes","Gas","Hot Air","Public",1675,62,2,"1",2.5,6,"Yes","2 or fewer"
214500,0.21,"No",33,107000,"No","No","Gas","Hot Air","Public",912,62,3,"None",1,4,"No","3"
218500,0.17,"No",115,55800,"No","No","Gas","Hot Water","Public",1510,62,3,"None",1,8,"No","3"
174000,0.16,"No",35,54900,"No","Yes","Gas","Hot Air","Public",864,62,2,"None",1,6,"No","2 or fewer"
225000,0.46,"No",35,62600,"No","Yes","Gas","Hot Air","Public",1600,62,4,"None",2,6,"No","4 or more"
309750,0.07,"No",15,48200,"No","Yes","Gas","Hot Air","Public",1744,62,3,"1",2.5,5,"Yes","3"
658300,0.69,"No",3,101500,"No","Yes","Gas","Hot Air","Public",3208,62,4,"1",2.5,11,"Yes","4 or more"
203000,0.06,"No",16,45800,"No","Yes","Gas","Hot Air","Public",1290,62,2,"None",1.5,7,"No","2 or fewer"
375000,0.03,"No",19,27000,"No","Yes","Gas","Hot Air","Public",1900,62,2,"1",2.5,7,"Yes","2 or fewer"
62500,1,"No",25,24700,"No","No","Oil","Hot Air","Private",2808,35,3,"None",1,11,"No","3"
205000,0.19,"No",18,7300,"No","No","Gas","Hot Air","Public",1576,35,3,"None",1.5,4,"No","3"
84500,0.2,"No",135,7300,"No","No","Gas","Hot Water","Public",1118,35,3,"None",1,5,"No","3"
280500,1.09,"No",8,23000,"No","Yes","Gas","Hot Air","Private",1752,35,3,"2 or more",2,6,"Yes","3"
182000,0.02,"No",32,22500,"No","No","Electric","Electric","Private",1753,35,3,"None",1.5,5,"No","3"
571000,1,"No",14,128500,"No","Yes","Gas","Hot Air","None",2186,62,3,"None",2.5,10,"No","3"
168000,0.25,"No",35,50000,"No","No","Gas","Hot Air","Public",1800,62,2,"None",1,5,"No","2 or fewer"
354000,0.46,"No",30,56600,"No","Yes","Gas","Hot Air","Public",2462,62,5,"1",2.5,10,"Yes","4 or more"
238000,0.2,"No",50,70000,"No","No","Gas","Hot Water","Public",1286,62,5,"None",2,10,"No","4 or more"
182000,0.16,"No",35,97000,"No","Yes","Gas","Hot Air","Public",1337,62,3,"None",1,8,"No","3"
218500,0.17,"No",5,37600,"No","No","Gas","Hot Air","Public",1170,62,2,"1",2.5,4,"Yes","2 or fewer"
227500,0.55,"No",53,73400,"No","No","Gas","Hot Air","Public",1185,62,3,"None",1,4,"No","3"
375000,0.5,"No",19,59000,"No","Yes","Gas","Hot Air","Public",2424,62,4,"1",2.5,8,"Yes","4 or more"
399900,0.09,"No",125,83000,"No","No","Gas","Hot Water","Public",1828,62,3,"None",1.5,7,"No","3"
360000,0.34,"No",41,80000,"No","Yes","Electric","Electric","Private",2176,62,4,"1",2.5,8,"Yes","4 or more"
412500,0.39,"No",4,85400,"No","Yes","Gas","Hot Air","Public",2000,62,3,"1",2.5,6,"Yes","3"
268500,0.18,"No",10,38400,"No","Yes","Gas","Hot Air","Public",1340,62,3,"1",2.5,8,"Yes","3"
300300,0.13,"No",52,63000,"No","No","Gas","Hot Air","Public",1208,62,3,"None",1,6,"No","3"
382500,0.19,"No",2,57600,"No","Yes","Gas","Hot Air","Public",2244,62,4,"1",2.5,10,"Yes","4 or more"
189000,0.3,"No",31,53000,"No","No","Gas","Hot Air","Public",1592,62,3,"1",1.5,7,"Yes","3"
295000,0.39,"No",17,52400,"No","Yes","Gas","Hot Air","Public",1831,62,3,"1",2.5,7,"Yes","3"
220000,0.01,"No",37,182600,"No","No","Gas","Hot Water","Private",1093,62,2,"1",1.5,5,"Yes","2 or fewer"
223000,0.12,"No",110,89000,"No","No","Gas","Hot Water","Public",1460,62,2,"None",1,5,"No","2 or fewer"
399000,0.25,"No",152,115000,"No","No","Gas","Hot Water","Public",2128,62,3,"1",1.5,10,"Yes","3"
169480,0.24,"No",30,49100,"No","No","Gas","Hot Air","Public",1368,62,3,"None",1,5,"No","3"
347750,0.15,"No",1,36000,"No","Yes","Gas","Hot Air","Public",2200,62,3,"1",2.5,8,"Yes","3"
455000,0.25,"No",23,61000,"No","Yes","Gas","Hot Air","Public",2310,62,2,"1",3,8,"Yes","2 or fewer"
249900,0.04,"No",12,25600,"No","Yes","Gas","Hot Air","Public",1776,62,3,"1",2.5,7,"Yes","3"
250000,0.05,"No",8,32000,"No","Yes","Electric","Electric","Public",1852,62,3,"None",2.5,9,"No","3"
265000,0.32,"No",42,144900,"No","Yes","Gas","Hot Air","Public",1092,62,2,"None",2,4,"No","2 or fewer"
670000,0.11,"No",121,87000,"No","No","Gas","Hot Water","Public",2247,62,4,"None",2,8,"No","4 or more"
195000,0.11,"No",19,49800,"No","Yes","Gas","Hot Air","Public",1311,62,3,"None",1.5,8,"No","3"
360000,0.13,"No",4,110200,"No","Yes","Gas","Hot Air","Public",1392,62,3,"None",2.5,4,"No","3"
175000,0.4,"No",33,59000,"No","Yes","Gas","Hot Air","Public",1116,62,4,"None",1.5,8,"No","4 or more"
166500,0.1,"No",115,49500,"No","No","Gas","Hot Air","Public",812,62,2,"None",1,4,"No","2 or fewer"
190100,0.48,"No",27,31700,"No","No","Gas","Hot Air","Private",1872,52,4,"1",2.5,8,"Yes","4 or more"
180500,0.75,"No",8,20500,"No","Yes","Electric","Hot Air","Public",1248,40,3,"None",2,5,"No","3"
440000,0.19,"Yes",3,97300,"No","No","Gas","Hot Water","Private",1702,52,2,"None",2,4,"No","2 or fewer"
170000,0.51,"No",57,13300,"No","No","Oil","Hot Water","Private",1346,52,2,"1",1,4,"Yes","2 or fewer"
220000,0.63,"No",20,17700,"No","No","Gas","Hot Water","Private",1596,52,3,"1",2,6,"Yes","3"
70500,0.09,"No",57,1000,"No","No","Gas","Hot Air","Public",884,36,3,"None",1,7,"No","3"
65000,0.13,"No",137,700,"No","No","Gas","Hot Air","Private",814,36,2,"None",1,3,"No","2 or fewer"
127500,0.19,"No",71,3200,"No","No","Gas","Hot Air","Public",720,36,2,"None",1,5,"No","2 or fewer"
155000,0.57,"No",28,2600,"No","No","Electric","Electric","Private",2051,36,3,"None",1,5,"No","3"
255500,0.92,"No",11,2600,"No","Yes","Oil","Hot Air","Private",1590,36,2,"1",2,6,"Yes","2 or fewer"
136000,0.35,"No",39,1600,"No","No","Electric","Electric","Private",1202,36,3,"None",1,6,"No","3"
204000,0.86,"No",16,4300,"No","No","Oil","Hot Water","Private",2016,36,3,"None",1.5,5,"No","3"
200000,0.8,"No",6,2000,"No","No","Gas","Hot Air","Private",1274,36,3,"1",2,6,"Yes","3"
163000,0.36,"No",40,3600,"No","No","Oil","Hot Air","Private",960,36,3,"None",1,5,"No","3"
149350,0.44,"No",47,4000,"No","Yes","Gas","Hot Air","Private",1056,36,3,"None",1,6,"No","3"
235000,0.25,"No",12,5200,"No","Yes","Oil","Hot Air","Private",1820,36,3,"None",3.5,8,"No","3"
260000,0.65,"No",27,16500,"No","No","Gas","Hot Air","Private",2486,62,4,"1",2.5,7,"Yes","4 or more"
210000,0.46,"No",27,13800,"No","Yes","Gas","Hot Air","Private",1890,62,3,"None",2.5,9,"No","3"
159900,0.7,"No",84,4600,"No","No","Oil","Hot Water","Private",1274,36,4,"1",1,6,"Yes","4 or more"
209000,0.55,"No",14,3000,"No","Yes","Oil","Hot Air","Private",1716,36,4,"None",2,6,"No","4 or more"
135000,0.35,"No",22,12000,"No","Yes","Electric","Electric","Private",1336,62,2,"1",1.5,4,"Yes","2 or fewer"
200000,0.96,"No",45,8700,"No","No","Gas","Hot Air","Private",1392,62,3,"None",1,5,"No","3"
432600,0.54,"No",1,20400,"No","Yes","Gas","Hot Air","Private",2346,62,4,"None",2.5,10,"No","4 or more"
195000,0.47,"No",19,14100,"No","No","Gas","Hot Air","Private",1475,62,3,"None",1.5,7,"No","3"
165000,0.52,"No",16,5500,"No","No","Electric","Electric","Private",1248,27,3,"None",2,6,"No","3"
198000,0.15,"No",16,10000,"Yes","Yes","Electric","Electric","Private",1920,27,4,"1",2.5,10,"Yes","4 or more"
219000,0.65,"No",2,4000,"No","No","Oil","Hot Air","Private",2040,27,4,"None",2.5,8,"No","4 or more"
430000,1.34,"Yes",15,75700,"No","No","Electric","Electric","Private",2649,21,3,"1",3,7,"Yes","3"
120000,0.17,"No",105,4100,"No","No","Oil","Hot Air","Private",1500,64,3,"None",1,6,"No","3"
373735,0.53,"No",1,233000,"Yes","Yes","Gas","Hot Air","Public",3163,64,4,"1",2.5,10,"Yes","4 or more"
183853,0.14,"No",18,19600,"No","Yes","Gas","Hot Air","Public",1343,64,2,"1",1.5,4,"Yes","2 or fewer"
213500,0.46,"No",17,36600,"No","Yes","Gas","Hot Air","Public",1573,64,3,"1",2,5,"Yes","3"
155000,0.09,"No",18,20500,"No","Yes","Electric","Electric","Public",1270,64,3,"1",1.5,4,"Yes","3"
197000,0.41,"No",14,26700,"No","No","Gas","Hot Air","Public",1316,64,3,"None",1.5,8,"No","3"
392499,0.48,"No",11,47400,"No","Yes","Gas","Hot Air","Public",3092,64,4,"1",2.5,11,"Yes","4 or more"
229900,0.44,"No",7,24200,"No","No","Gas","Hot Air","Public",1328,64,3,"1",2.5,8,"Yes","3"
289250,0.42,"No",14,28500,"No","No","Oil","Hot Water","Private",2560,64,4,"1",2.5,12,"Yes","4 or more"
189900,0.12,"No",17,16800,"No","Yes","Gas","Hot Air","Public",1343,64,2,"1",2.5,6,"Yes","2 or fewer"
397200,0.46,"No",1,3200,"Yes","Yes","Gas","Hot Air","Public",3250,64,4,"1",3,12,"Yes","4 or more"
389405,0.35,"No",1,233000,"Yes","Yes","Gas","Hot Air","Public",3086,64,3,"1",2.5,8,"Yes","3"
135000,0.66,"No",155,25200,"No","No","Oil","Hot Water","Private",1080,64,2,"1",1,3,"Yes","2 or fewer"
174000,0.13,"No",16,18200,"No","Yes","Gas","Hot Air","Public",1120,64,2,"1",1.5,6,"Yes","2 or fewer"
525000,0.46,"No",1,70100,"No","Yes","Gas","Hot Air","Public",2876,64,5,"1",3.5,12,"Yes","4 or more"
135000,0.01,"No",19,9900,"No","Yes","Electric","Electric","Public",1281,64,2,"None",2.5,3,"No","2 or fewer"
412000,0.62,"No",9,57800,"No","Yes","Gas","Hot Air","Public",2900,64,4,"1",2.5,10,"Yes","4 or more"
186000,0.08,"No",18,20400,"No","Yes","Gas","Hot Air","Public",1512,64,2,"1",1.5,7,"Yes","2 or fewer"
453935,0.58,"No",1,233000,"Yes","Yes","Gas","Hot Air","Public",2879,64,4,"1",2.5,9,"Yes","4 or more"
355000,0.69,"No",3,43700,"No","Yes","Gas","Hot Air","Public",2537,64,4,"1",2,11,"Yes","4 or more"
186000,0.35,"No",37,23500,"No","No","Gas","Hot Water","Public",1056,64,3,"None",1,4,"No","3"
197000,0.14,"No",16,19600,"No","No","Gas","Hot Air","Public",1296,64,2,"1",1.5,6,"Yes","2 or fewer"
180000,0.13,"No",18,20900,"No","Yes","Electric","Electric","Public",1512,64,2,"1",1.5,3,"Yes","2 or fewer"
178000,0.47,"No",27,32000,"No","No","Oil","Hot Air","Public",1338,64,3,"1",2,7,"Yes","3"
305000,0.33,"No",10,35400,"No","Yes","Gas","Hot Air","Public",2368,64,4,"1",2.5,7,"Yes","4 or more"
262000,0.46,"No",8,25100,"No","Yes","Gas","Hot Air","Public",1528,64,3,"None",2.5,4,"No","3"
225000,0.89,"No",27,30900,"No","Yes","Gas","Hot Air","Public",1857,64,4,"1",2.5,8,"Yes","4 or more"
403040,0.49,"No",0,233000,"Yes","Yes","Gas","Hot Air","Public",3320,64,4,"1",2.5,12,"Yes","4 or more"
388500,0.46,"No",14,36600,"No","Yes","Gas","Hot Air","Public",2227,64,4,"1",2.5,10,"Yes","4 or more"
417000,0.13,"No",6,46500,"No","Yes","Gas","Hot Air","Public",2742,64,4,"1",2.5,11,"Yes","4 or more"
410000,0.5,"No",9,37800,"No","No","Gas","Hot Air","Public",2988,64,5,"1",2.5,11,"Yes","4 or more"
170000,0.35,"No",17,37000,"No","Yes","Gas","Hot Air","Public",1656,64,3,"1",1.5,8,"Yes","3"
295000,0.01,"No",9,28400,"No","No","Gas","Hot Air","Public",1760,64,3,"1",2.5,5,"Yes","3"
216000,0.38,"No",39,25000,"No","No","Gas","Hot Air","Public",1702,64,4,"1",1.5,8,"Yes","4 or more"
221649,0.37,"No",38,24500,"No","No","Gas","Hot Water","Public",1682,64,3,"1",1.5,4,"Yes","3"
199900,0.21,"No",17,28800,"No","Yes","Gas","Hot Air","Public",1180,64,2,"1",1.5,4,"Yes","2 or fewer"
463000,0.64,"No",3,153800,"No","Yes","Gas","Hot Air","Public",2885,64,4,"1",2.5,10,"Yes","4 or more"
146500,0.02,"No",20,14900,"No","Yes","Electric","Electric","Public",1281,64,2,"None",2.5,3,"No","2 or fewer"
225000,0.24,"No",18,29500,"No","Yes","Gas","Hot Air","Public",1596,64,3,"1",2,4,"Yes","3"
160000,0.16,"No",21,15100,"No","No","Electric","Electric","Public",1184,40,3,"None",2,4,"No","3"
275055,0.46,"No",1,108900,"Yes","Yes","Gas","Hot Air","Public",2745,40,4,"1",3,8,"Yes","4 or more"
315513,0.46,"No",1,108900,"Yes","Yes","Gas","Hot Air","Public",2680,40,4,"1",2.5,11,"Yes","4 or more"
323759,0.35,"No",1,108900,"Yes","No","Gas","Hot Air","Public",2483,40,3,"1",2.5,10,"Yes","3"
167500,0.92,"No",19,25000,"No","No","Oil","Hot Air","Private",1188,40,3,"None",1,4,"No","3"
272699,0.3,"No",1,108900,"Yes","Yes","Gas","Hot Air","Public",2366,40,4,"1",3,7,"Yes","4 or more"
177500,0.31,"No",19,27000,"No","No","Gas","Hot Air","Public",1508,40,3,"1",1.5,4,"Yes","3"
128000,1,"No",50,20500,"No","No","Oil","Hot Water","Private",792,40,2,"None",1,4,"No","2 or fewer"
317105,0.44,"No",1,108900,"No","No","Gas","Hot Air","Public",3285,40,4,"1",2.5,10,"Yes","4 or more"
144500,0.15,"No",18,15100,"No","No","Gas","Electric","Public",1673,40,2,"None",2,5,"No","2 or fewer"
260000,0.33,"No",7,26000,"No","No","Gas","Hot Air","Public",2000,64,4,"None",2.5,7,"No","4 or more"
244000,0.33,"No",18,27000,"No","No","Electric","Electric","Public",1561,40,3,"1",1.5,4,"Yes","3"
287989,0.4,"No",1,108900,"Yes","Yes","Gas","Hot Air","Public",2828,40,4,"1",3,9,"Yes","4 or more"
159000,0.16,"No",18,15100,"No","No","Electric","Electric","Public",1592,40,3,"None",1.5,8,"No","3"
167000,0.16,"No",18,15100,"No","No","Electric","Electric","Public",1184,40,3,"None",2,8,"No","3"
348000,0.17,"No",14,10200,"No","Yes","Oil","Hot Air","Public",1708,40,2,"1",2,4,"Yes","2 or fewer"
140000,0.17,"No",26,15200,"No","Yes","Electric","Hot Air","Public",1276,40,2,"1",2,6,"Yes","2 or fewer"
145000,0.15,"No",20,15100,"No","No","Electric","Electric","Public",1184,40,2,"None",1.5,3,"No","2 or fewer"
150450,0.17,"No",21,15800,"No","No","Electric","Electric","Public",908,40,2,"None",1,5,"No","2 or fewer"
230000,0.95,"No",15,32800,"No","No","Gas","Hot Water","Private",1612,64,3,"1",2,6,"Yes","3"
147423,0.16,"No",19,15700,"No","No","Electric","Electric","Public",912,40,2,"1",1.5,3,"Yes","2 or fewer"
223000,0.33,"No",17,27000,"No","No","Electric","Electric","Public",1508,40,3,"1",1.5,6,"Yes","3"
167500,0.16,"No",18,15100,"No","No","Electric","Electric","Public",1492,40,3,"None",2.5,6,"No","3"
299000,0.1,"No",25,6000,"No","No","Electric","Electric","Public",874,40,3,"1",1,5,"Yes","3"
235900,0.59,"No",33,26400,"No","No","Gas","Hot Water","Public",1573,64,4,"1",2.5,6,"Yes","4 or more"
147000,0.24,"No",115,7200,"No","No","Gas","Hot Air","Public",1227,64,3,"1",1,5,"Yes","3"
305000,0.53,"No",13,31300,"No","No","Gas","Hot Air","Private",2494,64,3,"1",2.5,7,"Yes","3"
154000,0.17,"No",21,15800,"No","No","Electric","Electric","Public",912,40,2,"None",1.5,7,"No","2 or fewer"
149000,0.15,"No",20,15700,"No","No","Electric","Electric","Public",988,40,2,"None",1,7,"No","2 or fewer"
300279,0.54,"No",1,108900,"Yes","No","Gas","Hot Air","Private",2762,40,4,"1",3,9,"Yes","4 or more"
278000,0.64,"No",33,26500,"No","No","Gas","Hot Water","Public",2625,64,4,"1",2.5,10,"Yes","4 or more"
202000,0.47,"No",28,24600,"No","No","Electric","Electric","Public",1222,64,2,"None",1,6,"No","2 or fewer"
328463,0.49,"No",1,108900,"Yes","Yes","Gas","Hot Air","Public",3144,40,4,"1",2.5,10,"Yes","4 or more"
185000,0.45,"No",16,25000,"No","No","Gas","Hot Air","Private",1173,40,3,"1",1,5,"Yes","3"
128000,0.17,"No",21,15800,"No","No","Electric","Electric","Public",908,40,2,"None",1,3,"No","2 or fewer"
335000,0.92,"No",16,32700,"No","Yes","Gas","Hot Water","Private",2274,64,4,"1",2.5,10,"Yes","4 or more"
148900,0.16,"No",18,15700,"No","No","Gas","Electric","Public",908,40,2,"None",1,4,"No","2 or fewer"
229900,0.43,"No",16,25000,"No","No","Gas","Hot Air","Private",1540,40,3,"None",1.5,6,"No","3"
215000,0.49,"No",28,24900,"No","No","Gas","Hot Air","Public",1196,64,4,"1",2,7,"Yes","4 or more"
253000,0.45,"No",16,25000,"No","No","Gas","Hot Air","Private",1780,40,3,"1",1.5,9,"Yes","3"
304065,0.34,"No",1,108900,"Yes","No","Gas","Hot Air","Public",2670,40,4,"1",3,8,"Yes","4 or more"
222000,0.34,"No",26,27000,"No","No","Gas","Hot Air","Public",1581,40,3,"1",1.5,5,"Yes","3"
165000,0.15,"No",18,15100,"No","No","Electric","Electric","Public",1592,40,3,"None",1.5,7,"No","3"
275000,0.37,"No",14,31200,"No","Yes","Gas","Hot Air","Private",2011,40,4,"1",2.5,8,"Yes","4 or more"
325000,0.27,"Yes",105,56500,"No","No","Electric","Electric","Public",1391,40,2,"1",1,4,"Yes","2 or fewer"
406000,1.08,"No",15,21100,"No","Yes","Gas","Hot Air","Private",2636,40,4,"2 or more",2.5,8,"Yes","4 or more"
230000,0.31,"No",19,27000,"No","No","Electric","Electric","Public",1656,40,3,"1",1.5,6,"Yes","3"
125000,0.04,"No",130,2400,"No","No","Gas","Hot Air","Public",1518,64,3,"None",1,8,"No","3"
148000,0.41,"No",84,18200,"No","No","Oil","Hot Air","Public",1182,64,3,"1",1.5,8,"Yes","3"
279000,0.44,"No",9,26000,"No","Yes","Gas","Hot Air","Public",1836,64,3,"None",2.5,8,"No","3"
250000,0.62,"No",14,31600,"No","Yes","Gas","Hot Air","Private",1529,64,2,"1",2,6,"Yes","2 or fewer"
314940,0.37,"No",0,108900,"Yes","No","Gas","Hot Air","Public",2715,40,4,"1",3,10,"Yes","4 or more"
165900,0.16,"No",21,15100,"No","No","Electric","Electric","Public",1184,40,2,"None",1.5,3,"No","2 or fewer"
150000,0.75,"No",14,3700,"No","No","Oil","Hot Air","Private",1120,36,3,"None",1.5,6,"No","3"
133000,0.15,"No",15,2500,"No","No","Gas","Hot Air","Public",1008,36,3,"None",1,4,"No","3"
155000,0.37,"No",18,2500,"No","No","Electric","Electric","Private",1008,36,3,"None",1,7,"No","3"
220000,0.41,"No",57,4800,"No","No","Oil","Hot Air","Private",2077,36,3,"1",2,7,"Yes","3"
229000,1.61,"No",26,4500,"No","No","Electric","Electric","Private",1572,36,3,"None",1.5,4,"No","3"
177000,0.63,"No",34,5000,"No","No","Oil","Hot Water","Private",1874,36,4,"None",1.5,9,"No","4 or more"
120000,0.11,"No",50,1300,"No","No","Gas","Hot Air","Public",768,36,2,"None",1,6,"No","2 or fewer"
195000,0.29,"No",3,3800,"No","No","Gas","Hot Air","Private",1552,36,3,"1",2.5,5,"Yes","3"
315371,1,"No",1,3400,"No","No","Gas","Hot Air","Private",2331,36,4,"1",2.5,8,"Yes","4 or more"
137000,0.36,"No",48,3600,"No","No","Gas","Hot Air","Private",960,36,2,"None",1,3,"No","2 or fewer"
225700,0.36,"No",19,13000,"No","No","Electric","Electric","Public",1720,64,3,"None",1.5,9,"No","3"
204900,0.34,"No",20,13000,"No","No","Electric","Electric","Public",1437,64,3,"None",1.5,8,"No","3"
189500,0.34,"No",19,13000,"No","Yes","Oil","Hot Air","Public",1510,64,3,"None",2,8,"No","3"
374000,0.72,"No",21,26000,"No","No","Electric","Electric","Public",3021,28,4,"1",2.5,11,"Yes","4 or more"
319000,0.35,"No",12,13000,"No","No","Gas","Hot Water","Private",1960,64,4,"None",2.5,8,"No","4 or more"
294100,0.39,"No",11,13000,"No","No","Gas","Hot Water","Private",2112,64,3,"1",2.5,10,"Yes","3"
440760,0.38,"No",0,13000,"No","Yes","Gas","Hot Air","Private",2917,64,4,"1",3,10,"Yes","4 or more"
128000,0.16,"No",21,15700,"No","No","Electric","Electric","Public",912,40,2,"1",1.5,4,"Yes","2 or fewer"
239505,0.37,"No",1,108900,"Yes","No","Gas","Hot Air","Public",2244,40,3,"1",2.5,10,"Yes","3"
141700,0.15,"No",18,15100,"No","No","Electric","Electric","Public",1202,40,2,"None",1.5,4,"No","2 or fewer"
215500,0.34,"No",19,27000,"No","Yes","Gas","Hot Air","Public",2601,40,4,"1",2.5,10,"Yes","4 or more"
320210,0.81,"No",1,108900,"Yes","No","Gas","Hot Air","Public",2492,40,3,"1",2.5,9,"Yes","3"
273495,0.3,"No",1,108900,"Yes","No","Gas","Hot Air","Public",2680,40,4,"None",2.5,11,"No","4 or more"
256350,0.35,"No",1,108900,"Yes","No","Gas","Hot Air","Public",2271,40,3,"1",2.5,6,"Yes","3"
255000,0.33,"No",17,27000,"No","No","Electric","Electric","Public",2012,40,3,"1",3,6,"Yes","3"
124000,0.09,"No",13,6700,"No","No","Electric","Electric","Public",920,40,3,"None",1,8,"No","3"
293000,1.94,"No",5,110000,"No","Yes","Gas","Hot Air","Private",2111,40,3,"1",2,9,"Yes","3"
147000,0.15,"No",20,15100,"No","No","Gas","Hot Water","Public",1184,40,3,"1",2,4,"Yes","3"
284595,0.32,"No",1,108900,"Yes","No","Gas","Hot Air","Public",2627,40,4,"1",3,10,"Yes","4 or more"
342269,0.39,"No",1,108900,"Yes","No","Gas","Hot Air","Public",2641,40,4,"1",3,9,"Yes","4 or more"
229000,0.51,"No",25,25000,"No","No","Gas","Hot Water","Public",1736,40,3,"1",1.5,8,"Yes","3"
216900,0.31,"No",19,27000,"No","No","Electric","Electric","Public",1656,40,3,"1",1.5,7,"Yes","3"
164900,0.15,"No",22,15100,"No","No","Electric","Electric","Public",1168,40,3,"1",1.5,6,"Yes","3"
149000,0.15,"No",18,15100,"No","No","Gas","Hot Air","Public",1385,40,2,"1",1.5,3,"Yes","2 or fewer"
150000,0.18,"No",85,3600,"No","No","Oil","Hot Air","Private",969,64,2,"None",1,4,"No","2 or fewer"
214990,0.32,"No",17,27000,"No","No","Gas","Hot Water","Public",1508,40,3,"1",1.5,6,"Yes","3"
173000,0.14,"No",26,15100,"No","Yes","Gas","Hot Air","Public",1602,40,2,"1",1.5,7,"Yes","2 or fewer"
149900,0.17,"No",19,15800,"No","No","Electric","Electric","Public",912,40,2,"1",1.5,4,"Yes","2 or fewer"
